Hankija ettevote,Hanke nimetus,Hankemaksumus EUR
NJ,Laagrite ostmine,15811
NJ,Spare parts for Gravimat SCH 500/502 ,15798
NJ,Barbotoori ostmine,15770
NJ,Kulma regeneratsiooniga ohukuivati Zander KEN-MT 2000 tehniline hooldus,15759
EE,Iru elektrijaama fiidrite BBA003 ja BBA001 sekundaarahelate moderniseerimine,15759
NJ,Enefit Energiatootmine ASi automaatika ja moodistuste varahaldise talituse gaaside kao gaasianalusaatorite  taatlus,15759
NJ,Filtride ostmine,15738
NJ,Vibration velocity sensor  VS-069/100 (Bruel&Kjaer) - 2 tk,15721
NJ,Varuosade valmistamine,15683
NJ,Ankru valmistamine,15677
ER,Elektriprojekteerimisteenuse osutamine,15668
NT,ombluseta toru 89x4mm ostmine,15658
ER,Elektrikomponentide ostmine,15652
ER,Segugaaside ostmine,15630
ER,Keevitustarvikute ostmine,15611
EK,Keevitusgaaside valjatombe susteemi komplektide ostmine,15581
ER,Terase S355J2 ostmine.,15578
NT,Keemiavahendite ost,15565
NJ,Filtride ostmine,15554
NJ,Varuosade TESTO ostmine,15493
NJ,Torude ostmine ,15493
ER,Terastoodete ostmine,15479
ER,Pusimagnetite ostmine,15457
NJ,Laagrite ostmine,15425
EE,CV Online kasutusoiguste ostmine 2017 aastaks. arikliendipaketid,15419
NT,Torukandurite ost,15419
ER,Mahiste sektsioonide ostmine,15416
NT,Mustmetalli ost,15411
ER,Elektrikomponentide ostmine,15382
NJ,Level switches FTM51. FTM21 (Endress+Hauser),15365
ER,Elektrikomponentide ostmine,15350
ER,Terastoodete ostmine,15321
ER,Kinnitusvahendid. Ostmine.,15310
NJ,O2 sensor 1m. code AZ20/.1.1.2.1.1.2.1.2.1.1.1.2.E./STD (ABB) - 1 tk,15280
NJ,Duusi ostmine,15261
ER,Terastoodete ostmine,15261
ER,Elektrikomponentide ostmine,15242
NT,Kasipumba ost,15231
NJ,Keti ostmine ,15226
NJ,Keemilise reagentide ostmine,15206
ER,Laagrite ostmine,15205
EK,Veduri rattamootoriplokkide remonditenuse ostmine,15204
NT,EHITUSMATERJALIDE OST,15192
ER,Kovasulamplaatide ostmine,15121
ER,Elektrikomponentide ostmine,15112
ER,Teraste S235JR ostmine.,15095
EE,Mathematical Models of Tootsi Wind Farm,15080
NS,Elektrienergia ostmine 2018 aastaks ,15080
NJ,Kivivillamattide PAROC ostmine,15080
EE,Auvere ploki EU ETS 10C alusel CO2 aruande toendamine,15080
EK,Transporditeenuse ostmine marsruudil Sillamae-Viivikonna-Sillamae,15080
ER,Geodeetiliste toode teostamine.,15080
NJ,Eesti Elektrijaama masuudimahuti (??-1) nr 1 ja 2 (??-2) kalibreerimine,15080
EE,UNIVAL VF700 DN 700 (voi analoog) poordklapi ost,15061
NJ,Valise gaasitorustiku varvimine Balti Elektrijaama gaasijaotuspunkti ja tipukoormuse reservkatlamaja vahel.,15054
NJ,Varuosade valmistamine,15050
NT,Laboriseadmete ost,15042
ER,Terastoodete ostmine,15031
ER,Teraste AISI420. AISI310. S235JR ostmine.,15031
ER,Purchasing of fasteners,15030
ER,Pusimagnetite ostmine,15016
NT,Tulekindlade materjalide ost,15005
ER,Elektrikomponentide ostmine ,15005
ER,Habermann pumba varuosad. Ostmine,14993
NJ,Hammasrataspumpade voimsusega 0.2 m3/tunnis ostmine,14982
NJ,Keemiliste reagentide ostmine,14959
ER,Terase S355J2 ostmine,14918
ER,Tihendite  ostmine,14912
ER,Terastoodete ostmine,14908
NJ,Balti Elektrijaama KVP vee magestamisseadme 2. astme H-kationiitfiltri ?2-2 valispinna varvimine ja sisepinna keemiakaitse kattega katmine,14892
NJ,Kassettide ostmine ,14873
NJ,Ahju ostmine,14847
ER,Metalli ostmine,14823
ER,Elektrikomponentide ostmine.,14820
ER,Metalli ostmine,14810
NJ,Level transmitters FMP57- 3 tk (Endress+Hauser),14797
NJ,Varuosade valmistamine,14793
NJ,varuosade valmistamine,14778
NJ,Varuosade valmistamine,14763
ER,ulegabariidiliste autovedude teenuse ostmine,14741
ER,Laagrite ostmine,14737
ER,Keevitustarvikute ostmine,14720
ER,Teraste ostmine,14714
ER,Sulgarmatuuri ostmine.,14710
EK,Varikatuse projekteerimisteenuse ostmine,14703
NJ,Elektriajam tuup NG-05 B.099.102-05M - 2tk,14703
EE,Palgauuring 2017,14703
ER,Isikukaitsevahendite ostmine,14701
ER,Armatuur/  PE,14697
ER,Erikinnitusvahendite ostmine,14686
ER,Elektrikomponentide ostmine,14685
NJ,Pumpade varuoade ostmine (Apollo),14671
NS,Keevitusseade ostmine,14665
ER,Kraanateenuse osutamine,14665
NJ,Keevitusaparaadi ja tarvikute ostmine,14664
NJ,Sulgearmatuuri ostmine,14655
ER,Kraanateenuste ostmine tostetoode teostamiseks,14609
NJ,Balti elektrijaama pl. 11 jaoks 3 (kolm) kompensaatorite industriaalviimistlus� ,14590
ER,Laagrite ostmine,14578
ER,Laagrite ostmine,14546
NJ,ES Testimiskeskuse hoone labipaasu ja valveseadmete soetamine ja paigaldus,14518
NJ,Eesti EJ ja Balti EJ transformaatorite olis lahustunud gaaside analuus,14515
NJ,Varuosade valmistamine,14507
ER,Terastoodete ostmine,14504
ER,Juhtimisseadmete ostmine,14496
ER,Teraste 34CrNiMo6 ja 42CrMo4 ostmine,14488
NT,Elektrivahendite ost,14479
EK,Vagunite detailide ostmine,14443
ER,Elektrikomponentide ostmine,14413
NJ,Taiturmehhanismid MEO-1600. 630 - 2 + 2 tk,14401
ER,Topendite ostmine,14391
EK,Estonia kaevanduse olmehoone akende hooldus- ja remonditeenuse ostmine,14371
ER,Elektrikomponentide ostmine,14371
NJ,OEM pump STH1CKCLF17 0-100�l (FMI - Fluid Meteric) ,14369
EE,olitootmise keemia labori jalgvaravale labipaasususteemi soetamine ja paigaldus ,14366
ER,Kraanateenuste ostmine,14349
NJ,Eesti Elektrijaama peahoone bagerpumpla katuse remonditood (mark 11.0 rida ?-?. telg 8 ja 13),14326
EE,Rehvihakke ja polevkivi koosutmise keskkonnamoju eksperthinnangu ning eelhinnangu koostamise teenuse ostmine,14326
NJ,"Tehnilise hudrasiinhudraadi (Hydrazine EC?206-114-9.
CAS? 302-01-2) ostmine",14326
NJ,Tolueeni tehnilise ostmine,14326
NJ,Electropneumatic Positioner Type 3730-5 (Samson) - 1 tk,14326
ER,Elektrikomponentide ostmine,14311
EK,Kurtna maastikukaitseala lounaosas ja Kihljarve juures Q (kvaternaari) veekihi seirepuuraukude korrastamine ja rajamine,14307
ER,Metallitootlemise tarvikute ja kasitooriistade ostmine,14285
EE,SICK gaasianalusaatori  proovivotukomplekti soojendustorude (2 tk)  ostmine ja paigaldus,14251
NJ,3-staged shaft-mounted gear BF80-34 (Danfoss Bauer) - 1 tk,14239
ER,Elektrikomponentide ostmine,14221
NJ,Mamec pumpade varuosade ostmine,14190
ER,Elektrikomponentide ostmine,14183
ER,aarikute ostmine,14150
NJ,Eesti Elektrijaama ???-hoone pohjakulje fassaadi soojustamine kabineti 318 piirkonnas,14138
ER,Toruklambrite ostmine,14138
NT,Elektrivahendite ostmine,14133
NJ,Valgusti IVALO 6211 ST-100W-E40 230V 50Hz IP64 - 20 tk,14124
EE,Puude ja poosaste sanitaarraie Enefit Energiatootmine ASi territooriumil,14119
EK,Estonia kaevanduse ruumide remonditeenuse ostmine,14074
NJ,Kulgu betoonist ulevoolutammi piirde varvimine,14066
NT,Elektrivahendite ostmine,14065
ER,Keevisvorkude ostmine,14057
NJ,PUMBAOSADE OSTMINE,14036
NT,Lauptihendite ost,14024
NJ,Defektse soojustrassi loigu Dn 350 remont TK-22-1A juures,14024
NS,Defektse soojustrassi loigu Dn 350 remont TK-22-1A juures,14024
NJ,Eesti elektrijaama abikorpuse hoone sookla galerii ja kesksissepaasu varikatuse remont,14021
ER,Kovasulamplaatide ostmine,13959
NJ,Seadmete ABB ostmine,13957
NJ,Balti Elektrijaama sadeveearavoolu puhastamine ja katuse labijooksu likvideerimine,13949
NJ, Pumpade varuosade ostmine: Blackmer sistem one 1.5x3-13 Frame A/LD17 ,13949
ER,Terase S355J2 ostmine,13941
ER,Terase C45 ostmine,13930
ER,Turvaseadmed. Ostmine,13900
ER,"	Elektrikomponentide ostmine",13900
NJ,Balti elektrijaama tipu- ja reservkatlamaja (TRK) suruohususteemi objektide tehniline hooldus ja remont,13892
NJ,Sulgearmatuuri ostmine,13878
ER,Tulekindel segu Aliram. Ostmine,13855
ER,MIG-MAG keevitus poolautomaat. Ostmine.,13847
NJ,Laagrite ostmine,13814
NJ,Varuosade valmistamine,13810
ER,Kraanateenuse osutamine,13798
NJ,Varuosade valmistamine,13798
NJ,Balti Elektrijaama ploki nr 11 ja 12 katelde keemilise soolavaba vee kollektori ja katelde taitevee kollektori vahelise vahetuki paigaldamine,13794
NJ,Poordsulguri Dn200 ostmine,13791
NJ,Cogwheels for reducer BF 60-04 (Danfoss Bauer)�16+16 pcs,13790
NJ,Eesti Elektrijaama KVP loigul asuva teise astme otsevoolu anioniitfiltri nr 3 sise- ja valispinna korrosioonitorje kate,13783
ER,Elektrikomponentide ostmine,13779
ER,Metallitootlemise tarvikute ja kasitooriistade ostmine,13767
ER,Kovasulamplaatide ostmine,13761
NJ,Varuosade valmistamine,13723
NT,Kaitsevahendite ost,13709
ER,Kopahammaste ostmine.,13708
NJ,Eesti elektrijaamas elektritostuki HANGCHA HC CPD 20J ajami aku asendamine,13685
NJ,Temperature sensor Prothermo NMT539-B440D2G4AC (Endress+Hauser) - 1 pc,13683
NT,Sulgearmatuuri ost,13672
EE,Termopaaride ostmine (13 tk),13655
ER,Tihendusmaterjalide ostmine,13651
ER,Elektrikomponentide ostmine,13648
ER,Elektrikomponentide ostmine,13644
ER,Teraste ostmine.,13603
EK,Lintkonveierite rullikutugede ostmine,13572
NJ,Eesti elektrijaama transformaatorite 1T. 2T. 3T. 4T. 5T. 6T. 7T. 8T. 1TP. 2TP.38T ja Balti elektrijaama transformaatorite 11T. 12T. 70T. 20T. 30T olide lahustunud gaaside kromatograafiline analuus,13572
NJ,Varuosade seadmele ostmine,13542
NT,Elektrivahendite ostmine,13535
ER,Elektrikomponentide ostmine,13528
NJ,Intensive-Filter filtri varuosade ostmine,13527
NJ,Reduktorile ???-?? varuosade ostmine,13512
ER,Teraste ostmine.,13512
NJ,Balti Elektrijaama tuhalaadimisseadme KTA 6.7  6 kV toitekaabli uleviimine omavajaduse jaotusseadmete (OJS) 20. sektsioonist 6 kV OJSsse ,13497
NT,Mustmetallist toodete valmistamine,13482
ER,Akupatareid ostmine,13459
NJ,Varuosade pumbale CM-G-B261-ATEX (ABEL) ostmine,13459
ER,Roostevaba vanametalli muumine.,13441
ER,Laagrite ostmine,13436
NJ,Laagrite ostmine,13436
NT,Metalltoodete valmistamine,13423
NJ,Puukentsefaliidivastane vaktsiin Ticovac taiskasvanutele - 159 tk,13421
ER,Elektrikomponentide ostmine,13376
NT,Laagrite ostmine,13352
ER,Muhvide. aarikute ja otsakute ostmine,13350
ER,Terastoodete ostmine,13312
NJ,Heater for heating lube-oil DEEEx-FP-6-2-440D-135 (Roni) - 1tk,13308
NJ,Varuosade valmistamine,13293
ER,Elektrikomponentide ostmine,13289
ER,Teraslehtede ja terasprofiilide ostmine,13278
ER,Tooristad,13264
ER,Teraste S235JR ja C45 ostmine,13218
NJ,Laagrite ostmine,13218
ER,Terase EN1.4301 ostmine.,13210
ER,Varvid Tikkurila. Ostmine,13198
NJ,Laagrite ostmine,13189
NJ,Torulihvimismasina  ostmine,13187
ER,Toostuslike rontgenifilmide ja reaktiivide ostmine.,13154
NJ,Varuosade valmistamine,13150
NJ,Eesti Elektrijaama KVP kruusafiltri nr 5 sisepinna korrosioonkate,13146
NJ,Varuosade valmistamine,13142
ER,Kaablikandesusteemid MEKA.Ostmine,13131
ER,Terase S420ML ostmine,13131
ER,Laagrite ostmine,13103
ER,Muhvide paigaldamine fiiberoptilisele kaablile,13103
NJ,Balti elektrijaama ulduhenduste (RU OSP) jaotla hoone elektripaigaldiste kontroll Seadmete ohutuse seaduse nouete taitmiseks,13101
ER,Elektrikomponentide ostmine,13090
ER,Laagrite ostmine,13074
ER,Terase S355J2 ostmine.,13063
ER,Varvide ostmine,13056
NJ,RH184295 �Narva linnas soojustorustike loikude rekonstrueerimine. I etapp� toode omanikujarelevalve teostamine,13044
ER,Elektrikomponentide ostmine,13034
ER,Kraanateenuse ostmine,13025
EK,Teeaarte puhastamine vosast,13007
NJ,Balti Elektrijaama keemilise veepuhastuse laborikorpuse hoone aknaplokkide asendamine ,13007
ER,Kaitsevahendite ostmine,13005
ER,Terastoodete ostmine,13001
NJ,oli GK ostmine,12984
NJ,Flowmeter ST100-40C0210110C1EB00003. M20 cable entries (Fluid Components Intl) - 1 tk,12984
ER,Segugaasi ostmine,12973
ER,Kovasulamplaatide ostmine,12971
NJ,Ajam Aumatic AC01.2 juhtplokiga (AUMA) - 1tk,12969
ER,ISIKUKAITSEVAHENDID. ostmine,12923
ER,Elektrikomponentide ostmine,12923
NJ,Eesti Elektrijaama endise pilootseadme hoone 2. korruse olmeruumide ja du�iruumi pesemiskoha remonditood,12912
ER,Tellingute ostmine,12912
NJ,Reduktoride ??? 400 ja nende vruosade ostmine,12871
NJ,Varuosade valmistamine,12867
NJ,Polumeeri Superfloc A-150 PWG ostmine,12865
ER,Terastoodete ostmine,12853
ER,Puitmaterjalide ostmine,12853
NJ,Varuosade valmistamine,12842
NJ,Varuosade valmistamine,12841
NJ,Varuosade valmistamine,12826
NJ,"Bundle Gas Dryer spare element PD-100T-24E-M for normal fitting 100 tubes 24""length (Perma Pure) - 2 tk",12818
EE,Tooturu-uuring:Tooandja maine IT spetsialistide seas,12818
ER,Paksusega 0.5mm tsingitud lehtede ostmine,12818
NJ,Varuosade valmistamine,12818
ER,Terastoodete ostmine,12818
ER,LED-valgustid ja Harukarp. Ostmine,12799
ER,Kovasulamplaatide ostmine.,12785
NT,Gaasianalusaatori Drager Polytron 8200 ost,12758
ER,Elektrikomponentide ostmine,12748
ER,Terastoodete ostmine.,12745
EE,Ventiilide (20 tk) ja tagasiloogiklapi (1 tk) ostmine,12743
EK,Pneumaatilise puurinstrumendi ja varuosade ostmine,12734
ER,Tsingitud leht 0.5. Ostmine,12709
NJ,Varuosade valmistamine,12705
NJ,Kaitseluliti 3P 36kA XT2N 160EkipLS/I 160A (ABB) - 18 tk,12704
NJ,Armatuuri varuosade ostmine 2,12682
NJ,Elektritooristade ning varuosade ostmine,12668
EK,Soelutud kuiva liiva ostmine,12667
NJ,Tehnilise tolueeni ostmine,12667
ER,Tootmishoone tostukse ostmine,12644
ER,Erikinnitusvahendite ostmine,12641
NJ,Torude ostmine ,12638
NJ,Kivivillamattide ostmine,12637
ER,Tihendi ostmine,12637
ER,Elektrikomponentide ostmine,12636
NJ,Submersible vertical motor pump. IE3 ,12630
NJ,Elektirvaruosade ostmine,12630
NJ,Automaatika seadmete ostmine,12613
NJ,Varuosade valmistamine,12607
NJ,Seadmete SWAN ostmine,12565
ER,Kinnitusvahendite ostmine,12564
ER,Elektrikomponentide ostmine,12550
NT,Mustmetallide ostmine,12550
EE,Iru elektrijaama jahutustorni (gradiiri) remonttood.,12547
ER,Elektrikomponentide ostmine,12545
NJ,Sulgearmatuuri ostmine,12543
NJ,Seadmete Endress+Hauser ostmine,12529
NJ,Turbiini varuosade ostmine 1,12516
NJ,Varuosade valmistamine,12486
ER,Terastoodete ostmine,12483
NJ,Sulgearmatuuri ostmine,12481
NJ,Flame radiation control unit D-UG 660 (Durag) - 2 tk,12471
NJ,Display module with push buttons VU340 order71002865 (Endress+Hauser) - 15 tk,12464
ER,Terasvalutoodete ostmine,12449
EE,Pakendite aastaaruannetele audiitorkontrolli tellimine ,12441
NJ,Eesti Elektrijaama oli-masuudimajanduse hoone kagufassaadi seinapaneelide vuukide taastamine,12441
ER,Autotreileri ja kraana teenuste osutamine,12441
NJ,Seadmet Drexelbrook,12441
NJ,Varuosade valmistamine,12441
ER,Kaabli ostmine,12429
NT,TIHENDI TOODETE OST,12428
NJ,Sagedus muunduri ostmine ACS880-01-145A-3+E200 +K454,12403
NJ,Pumpade varuosade ost,12403
ER,Teraste ostmine.,12401
ER,Terase S235JR ostmine,12401
NT,Kontroll ja motteseadmete ost,12388
NT,Keemiavahendite ost,12388
NJ,Sulgearmatuuri ostmine,12370
ER,Kompensaatorite ostmime,12366
NJ,Filtride ostmine,12350
NJ,Polukarbonaatklaasingu paigaldamine Enefit 280 taga asuvale laohoonele,12347
NJ,Kaitseprillide ostmine,12337
ER,Teraste ostmine.,12331
NJ,Elektrimootor M3BP225SMA-2 45kW - 2 tk,12328
ER,Keevisrestide ostmine,12328
ER,Kovasulamplaatide ostmine,12324
NJ,Sulgearmatuuri ostmine,12271
NJ,Balti Elektrijaama olmehoone laanekulje akende ja fassaadi soojustusremont,12266
NJ,Varuosade valmistamine,12253
NJ,Varuosade valmistamine,12253
ER,Elektrikomponentide ostmine,12245
NJ,Balti Elektrijaama tehnoloogilise buldooseri LIEBHERR PR752 (2005. a valjalase. tehasenumber 324-7771) mitte tookorras oleva mootori demonteerimine ja defekteerimine,12230
ER,Terastoodete ostmine,12215
NJ,Balti elektrijaama tehnilise vee pumpade viikude avamine ja kinniajamine,12215
NJ,Clutch sidur 3 494.724.3 400Nm - 2tk,12215
NJ,Dryer elements replacement for dryer type PD-100T-24** (Perma Pure) - 2 tk,12208
NJ,Varuosade valmistamine,12192
NJ,Metallide ostmine ,12192
TO,Iru elektrijaama 0.4 kV jaotusseadme reaktiivvoimsuse kompensaatorile uute kondensaatorite ostmine ja paigaldamine,12185
ER,Kovasulamplaatide ostmine,12181
ER,KVP varuosade ostmine.,12172
NJ,Balti Elektrijaama 4. jarjekorra umberpuistetorni katuse remont,12156
NJ,Poletatud polevkivi vastavuse standardile EVS 927:2015 �Ehituslik poletatud polevkivi. Spetsifikatsioon. toimivus ja vastavus� hindamine. ,12154
ER,Elektrikomponentide ostmine,12136
ER,Kinnitusvahendite ostmine. ,12120
ER,Elektrikomponentide ostmine,12120
NJ,Dew point meter DP500. Leak detector LD400 (CS Instruments),12109
ER,Terastoodete ostmine,12099
NJ,Enefit Energiatootmine ASi keemialabori aparaatide kalibreerimine,12075
NJ,Eesti Elektrijaama ploki nr 3. 4. 5 ja 6 vaavlipuhastuse tehnilise vee pumpade vundamendi remont,12064
NJ,Balti Elektrijaama kanalisatsioonikaevu K-235 ulaosa remont,13184
ER,Vaskkaabel. Ostmine,13143
ER,Autotreileri ja kraana teenuste osutamine,13132
NT,Elektrilampide ostmine,13130
ER,Terastoodete ostmine,13117
NJ,Spare parts for GRAVIMAT SHC500 (Sick),13109
NJ,Puhastusvahendi ostmine,13102
NT,SICK varuosade ost,13093
NJ,Elektrimootor tuup M3BP225SMA-2 45kW - 2 tk,13060
NT,torustiku elekterkutte tooprojekti valjatootamine,13044
NJ,Tihendite valmistamine,13033
NJ,MSC I motion controller D136-001-007 (Moog)  ,13018
NT,Kontroll ja motteseadmete ost,12990
ER,Laagrite ostmine,12978
ER,Drenaazipump Wilo-Drain. Ostmine.,12978
ER,Kaabliredeli ostmine,12978
ER,Terastoodete ostmine,12971
NJ,Tostevahendite ostmine,12966
ER,Talvesormikute ostmine,12963
EK,Raudbetoontoodete purustamisteenuse ostmine ,12937
NT,Mustmetallist toodete ost,12932
NJ,Tulekindla materjalide ostmine,12896
NJ,LT/FA-246000 flow apparatus ostmine,12854
NJ,Sulgearmatuuri KSB ostmine,12854
ER,Keevitustarvikute ostmine,12844
NJ,Keemilise reagentide ostmine,12825
ER,Terastoodete ostmine,12810
ER,Roostevabatorude ja profiilide ostmine.,12809
ER,Terastoodete ostmine.,12804
ER,Terastoodete ostmine,12795
NJ,Junction Boxs (Pepperl+Fuchs)  ,12794
ER,Keevitustarvikute ostmine,12785
ER,Ventilatsioonisustemi tarvikud. Ostmine.,12778
NJ,Mobiilse vahtkustutusseadme soetamine,12772
NJ,Taiendavate sulgventiilide paigaldamine Balti Elektrijaama toostusplatsi nr 3 ruumide kuttesusteemi,12772
NJ,Varuosade valmistamine,12772
NJ,Reducer KA87/T/A. i=104.81 M2A. pinion 22mm (Sew Eurodrive) - 2 tk,12747
NT,Elektrivahendite ost,12740
NJ,Gas sensor SX917. Hydrocarbons CH4. CxHx (Sensorex) - 8 tk,12720
NT,Sulgearmatuuri ost,12703
ER,Teraste ostmine,12690
NJ,Varuosade valmistamine,12690
ER,Terastoodete ostmine,12687
NJ,Elektrimootor-reduktor BF70Z-04/D09XA4 2.2kW S1 4.1r/min. Danfoss,12677
NJ, Graphic Data Manager RSG45- (Endress+Hauser),12677
ER,Terastoodete ostmine,12675
ER,Keevitustarvikute ostmine,12673
NJ,Musta raudteejaama esise platsi ja muruplatsi taastamine Eesti Elektrijaamas peale soojustrassi remonditoid,12672
NT,KEEVITUSMATERJALIDE OST,12647
NJ,Eesti Energia Narva Elektrijaamad ASi keemialabori seadmepargi hooldus,12640
ER,Eriteraste ostmine.,12631
ER,Raamlepingute solmimine metallitootlemise tarvikute ostmiseks,12618
ER,Suruohu jahutuskuivati ostmine,12607
NJ,Karbohudrasiidi ostmine,12591
NJ,Level switch Soliphant T FTM21-AM325A (Endress+Hauser) - 8 tk,12590
ER,Terastoodete ostmine,12586
ER,Ecograph seade ostmine,12582
NJ,Kutusemahuti V = 10 000 m3 monteerimise kvaliteedijarelevalve teostamine,12566
NJ,Electric motor MCS-71BA. code 764973 (ABB) - 1 tk,12558
ER,Elektrikomponentide ostmine,12540
NJ,Tsentreerimisseadme ostmine,12525
NJ,Ex-temperature switches. bimetal (Schramm) -30 pcs ,12507
ER,Terastoodete ostmine,12484
ER,Tooriistade ostmine,12483
NJ,Topendi ostmine,12463
ER,Elektrikomponentide ostmine,12452
NJ,Kaitserelee ostmine,12422
ER,Terastoodete ostmine,12388
NJ,Rohuandur EDS 1791-P-016-000 (Hydac) - 6 tk,12371
ER,Terastoodete ostmine,12368
EK,Raudbetoonliiprite ja -toodete purustamisteenuse ostmine,12360
NJ,Eesti elektrijaama tuhalao lifti�ahti valise vooderduse remont  ,12360
NJ,Muru ja poosastiku uhekordne niitmine Eesti ja Balti elektrijaama territooriumil,12360
NJ,Eesti Elektrijaama ploki nr 3 ja 4 elektriseadmete audit seadme ohutuse seaduse nouetele vastavusest ,12360
NJ,Veeheitetammi 5 tokke laudkatte asendamine ja kummilindi paigaldus kaablirenni aadressil Narva. Kulgu tamm,12360
ER,Terashaavlite ostmine.,12360
EK,Transporditeenuse ostmine marsruudil Sillamae-Viivikonna-Sillamae,12360
EE,Office 365 paigaldusvajaduste analuus. SCCM ja Active Directory andmete paringute automatiseerimine,12360
NJ,Tooriistakapi ostmine,12360
